imdbID,Title,Year,Genre,Metascore,imdbRating,studio_type
tt11866324,Prey,2022,"Action, Adventure, Horror",71,7.1,indie
tt1700841,Sausage Party,2016,"Animation, Adventure, Comedy",66,6.1,indie
tt4263482,The Witch,2016,"Drama, Fantasy, Horror",84,7.0,indie
tt12593682,Bullet Train,2022,"Action, Comedy, Thriller",49,7.3,indie
tt2231461,Rampage,2018,"Action, Adventure, Sci-Fi",45,6.1,indie
tt4975722,Moonlight,2016,Drama,99,7.4,indie
tt1302006,The Irishman,2019,"Biography, Crime, Drama",94,7.8,indie
tt9114286,Black Panther: Wakanda Forever,2022,"Action, Adventure, Drama",67,6.6,indie
tt3874544,The Boss Baby,2017,"Animation, Adventure, Comedy",50,6.3,indie
tt3799232,The Kissing Booth,2018,"Comedy, Romance",N/A,5.9,indie
tt7653254,Marriage Story,2019,"Drama, Romance",94,7.9,indie
tt5884052,Pokémon: Detective Pikachu,2019,"Adventure, Comedy, Family",53,6.5,indie
tt5109280,Raya and the Last Dragon,2021,"Animation, Action, Adventure",74,7.3,indie
tt0803096,Warcraft,2016,"Action, Adventure, Fantasy",32,6.7,indie
tt3682448,Bridge of Spies,2015,"Drama, History, Thriller",81,7.6,indie
tt2935510,Ad Astra,2019,"Adventure, Drama, Mystery",80,6.5,indie
tt2382320,No Time to Die,2021,"Action, Adventure, Thriller",68,7.3,indie
tt5814060,The Nun,2018,"Horror, Mystery, Thriller",46,5.4,indie
tt2386490,How to Train Your Dragon: The Hidden World,2019,"Animation, Action, Adventure",71,7.4,indie
tt6565702,X-Men: Dark Phoenix,2019,"Action, Adventure, Sci-Fi",43,5.7,indie
tt1655441,The Age of Adaline,2015,"Drama, Fantasy, Romance",51,7.2,indie
tt3531824,Nerve,2016,"Adventure, Crime, Drama",58,6.5,indie
tt3410834,The Divergent Series: Allegiant,2016,"Action, Adventure, Fantasy",33,5.7,indie
tt3235888,It Follows,2014,"Horror, Mystery, Thriller",83,6.8,indie
tt1464335,Uncharted,2022,"Action, Adventure",45,6.3,indie
tt3741834,Lion,2016,"Biography, Drama",69,8.0,indie
tt11564570,Glass Onion,2022,"Comedy, Crime, Drama",81,7.1,indie
tt3464902,The Lobster,2015,"Drama, Romance, Sci-Fi",82,7.1,indie
tt0293429,Mortal Kombat,2021,"Action, Adventure, Fantasy",44,6.1,indie
tt3281548,Little Women,2019,"Drama, Romance",91,7.8,indie
tt3553976,Captain Fantastic,2016,"Comedy, Drama",72,7.8,indie
tt1289401,Ghostbusters,2016,"Action, Comedy, Fantasy",60,6.8,indie
tt22022452,Inside Out 2,2024,"Animation, Adventure, Comedy",73,7.5,indie
tt3741700,Godzilla: King of the Monsters,2019,"Action, Adventure, Fantasy",48,6.0,indie
tt1959563,The Hitman's Bodyguard,2017,"Action, Comedy, Crime",47,6.9,indie
tt8367814,The Gentlemen,2019,"Action, Comedy, Crime",51,7.8,indie
tt7846844,Enola Holmes,2020,"Adventure, Crime, Drama",68,6.6,indie
tt3062096,Inferno,2016,"Action, Adventure, Crime",42,6.2,indie
tt2406566,Atomic Blonde,2017,"Action, Thriller",63,6.7,indie
tt8936646,Extraction,2020,"Action, Crime, Thriller",56,6.8,indie
tt2267968,Kung Fu Panda 3,2016,"Animation, Action, Adventure",66,7.1,indie
tt7069210,The Conjuring: The Devil Made Me Do It,2021,"Horror, Mystery, Thriller",53,6.2,indie
tt1628841,Independence Day: Resurgence,2016,"Action, Adventure, Sci-Fi",32,5.2,indie
tt7991608,Red Notice,2021,"Action, Comedy, Thriller",37,6.3,indie
tt1536537,What Happened to Monday,2017,"Action, Crime, Fantasy",47,6.8,indie
tt3606752,Cars 3,2017,"Animation, Adventure, Comedy",59,6.7,indie
tt2404435,The Magnificent Seven,2016,"Action, Adventure, Drama",54,6.9,indie
tt4034228,Manchester by the Sea,2016,Drama,96,7.8,indie
tt1502712,Fantastic Four,2015,"Action, Adventure, Sci-Fi",27,4.3,indie
tt3079380,Spy,2015,"Action, Comedy",75,7.0,indie
tt1489889,Central Intelligence,2016,"Action, Comedy, Crime",52,6.3,indie
tt9764362,The Menu,2022,"Comedy, Horror, Thriller",71,7.2,indie
tt2873282,Red Sparrow,2018,"Action, Drama, Thriller",53,6.6,indie
tt2704998,Game Night,2018,"Action, Adventure, Comedy",66,6.9,indie
tt1051906,The Invisible Man,2020,"Drama, Horror, Mystery",72,7.1,indie
tt1560220,Zombieland: Double Tap,2019,"Action, Comedy, Horror",55,6.7,indie
tt29623480,The Wild Robot,2024,"Animation, Adventure, Family",85,8.2,indie
tt5164432,"Love, Simon",2018,"Comedy, Drama, Romance",72,7.5,indie
tt4196776,Jason Bourne,2016,"Action, Thriller",58,6.6,indie
tt5580036,"I, Tonya",2017,"Biography, Comedy, Drama",77,7.5,indie
tt17526714,The Substance,2024,"Drama, Horror, Sci-Fi",78,7.2,indie
tt11083552,Wrath of Man,2021,"Action, Crime, Thriller",57,7.1,indie
tt2510894,Hotel Transylvania 2,2015,"Animation, Adventure, Comedy",44,6.6,indie
tt3631112,The Girl on the Train,2016,"Crime, Drama, Mystery",48,6.5,indie
tt2304933,The 5th Wave,2016,"Action, Adventure, Sci-Fi",33,5.2,indie
tt1979388,The Good Dinosaur,2015,"Animation, Action, Adventure",66,6.7,indie
tt3766354,The Equalizer 2,2018,"Action, Crime, Mystery",50,6.7,indie
tt5140878,Annabelle: Creation,2017,"Horror, Mystery, Thriller",62,6.5,indie
tt5519340,Bright,2017,"Action, Fantasy, Thriller",29,6.3,indie
tt4481414,Gifted,2017,Drama,60,7.6,indie
tt0810819,The Danish Girl,2015,"Biography, Drama",66,7.1,indie
tt5083738,The Favourite,2018,"Biography, Comedy, Drama",91,7.5,indie
tt6472976,Five Feet Apart,2019,"Drama, Romance",53,7.2,indie
tt8097030,Turning Red,2022,"Animation, Adventure, Comedy",83,6.9,indie
tt10954600,Ant-Man and the Wasp: Quantumania,2023,"Action, Adventure, Comedy",48,6.0,indie
tt1798684,Southpaw,2015,"Action, Drama, Sport",57,7.3,indie
tt5362988,Wind River,2017,"Crime, Drama, Mystery",73,7.7,indie
tt6343314,Creed II,2018,"Action, Drama, Sport",66,7.1,indie
tt9243946,El Camino,2019,"Crime, Drama, Thriller",72,7.3,indie
tt7798634,Ready or Not,2019,"Action, Comedy, Horror",64,6.9,indie
tt7984734,The Lighthouse,2019,"Drama, Fantasy, Horror",83,7.4,indie
tt14230458,Poor Things,2023,"Comedy, Drama, Romance",88,7.7,indie
tt1648190,The Dark Tower,2017,"Action, Adventure, Drama",34,5.6,indie
tt4682786,Collateral Beauty,2016,"Drama, Romance",23,6.8,indie
tt4555426,Darkest Hour,2017,"Biography, Drama, History",75,7.4,indie
tt10362466,After We Collided,2020,"Drama, Romance",14,5.1,indie
tt5104604,Isle of Dogs,2018,"Animation, Adventure, Comedy",82,7.8,indie
tt5727208,Uncut Gems,2019,"Crime, Drama, Thriller",93,7.4,indie
tt4276820,The Founder,2016,"Biography, Drama",66,7.2,indie
tt15789038,Elemental,2023,"Animation, Adventure, Comedy",58,7.0,indie
tt7737786,Greenland,2020,"Action, Adventure, Thriller",64,6.4,indie
tt2283336,Men in Black: International,2019,"Action, Adventure, Comedy",38,5.6,indie
tt2557478,Pacific Rim: Uprising,2018,"Action, Adventure, Sci-Fi",44,5.6,indie
tt4052882,The Shallows,2016,"Drama, Horror, Thriller",59,6.3,indie
tt1634106,Bloodshot,2020,"Action, Adventure, Sci-Fi",44,5.7,indie
tt2554274,Crimson Peak,2015,"Drama, Horror, Mystery",66,6.5,indie
tt8106534,6 Underground,2019,"Action, Thriller",41,6.1,indie
tt3567288,The Visit,2015,"Horror, Mystery, Thriller",55,6.3,indie
tt4513678,Ghostbusters: Afterlife,2021,"Adventure, Comedy, Fantasy",45,7.0,indie
tt3829266,The Predator,2018,"Action, Adventure, Sci-Fi",48,5.3,indie
tt3622592,Paper Towns,2015,"Adventure, Comedy, Drama",56,6.2,indie
tt9784456,The Kissing Booth 2,2020,"Comedy, Romance",39,5.7,indie
tt3300542,London Has Fallen,2016,"Action, Thriller",28,5.9,indie
tt11138512,The Northman,2022,"Action, Adventure, Drama",82,7.0,indie
tt6856242,The King's Man,2021,"Action, Adventure, Thriller",44,6.3,indie
tt5886046,Escape Room,2019,"Action, Adventure, Horror",48,6.4,indie
tt4589218,Five Nights at Freddy's,2023,"Horror, Mystery, Thriller",33,5.4,indie
tt6499752,Upgrade,2018,"Action, Sci-Fi, Thriller",67,7.5,indie
tt4857264,The Invisible Guest,2016,"Crime, Drama, Mystery",N/A,8.0,indie
tt2463208,The Adam Project,2022,"Action, Adventure, Comedy",55,6.7,indie
tt6294822,The Post,2018,"Biography, Drama, History",83,7.2,indie
tt1860357,Deepwater Horizon,2016,"Action, Drama, History",68,7.1,indie
tt3416828,Ice Age: Collision Course,2016,"Animation, Action, Adventure",34,5.7,indie
tt2582782,Hell or High Water,2016,"Crime, Drama, Thriller",88,7.6,indie
tt8760708,M3GAN,2022,"Horror, Sci-Fi, Thriller",72,6.3,indie
tt5022702,Hush,2016,"Horror, Thriller",67,6.6,indie
tt7556122,The Old Guard,2020,"Action, Thriller",70,6.7,indie
tt5108870,Morbius,2022,"Action, Adventure, Horror",35,5.1,indie
tt1618434,Murder Mystery,2019,"Crime, Mystery, Romance",38,6.1,indie
tt6467266,Sing 2,2021,"Animation, Adventure, Comedy",49,7.3,indie
tt3289956,The Autopsy of Jane Doe,2016,"Horror, Mystery, Thriller",65,6.8,indie
tt1016150,All Quiet on the Western Front,2022,"Drama, History, War",76,7.8,indie
tt13833688,The Whale,2022,Drama,60,7.6,indie
tt14539740,Godzilla X Kong: The New Empire,2024,"Action, Adventure, Fantasy",47,6.0,indie
tt5220122,Hotel Transylvania 3: Summer Vacation,2018,"Animation, Adventure, Comedy",54,6.3,indie
tt4729430,Klaus,2019,"Animation, Adventure, Comedy",65,8.2,indie
tt15325794,Fall,2022,"Action, Thriller",62,6.4,indie
tt3774114,Snowden,2016,"Biography, Crime, Drama",58,7.3,indie
tt18412256,Alien: Romulus,2024,"Horror, Sci-Fi, Thriller",64,7.1,indie
tt1590193,The Commuter,2018,"Action, Mystery, Thriller",56,6.3,indie
tt3717490,Power Rangers,2017,"Action, Adventure, Fantasy",44,5.9,indie
tt4901306,Perfect Strangers,2016,"Comedy, Drama, Thriller",N/A,7.7,indie
tt7040874,A Simple Favor,2018,"Comedy, Crime, Mystery",67,6.7,indie
tt1860213,Dirty Grandpa,2016,Comedy,21,5.9,indie
tt4287320,The Circle,2017,"Drama, Mystery, Sci-Fi",43,5.4,indie
tt11032374,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,"Animation, Action, Adventure",72,8.2,indie
tt10431500,Miracle in Cell No. 7,2019,Drama,N/A,8.2,indie
tt5323662,A Silent Voice: The Movie,2016,"Animation, Drama",78,8.2,indie
tt3967856,Okja,2017,"Action, Adventure, Drama",75,7.3,indie
tt5715874,The Killing of a Sacred Deer,2017,"Drama, Horror, Mystery",73,7.0,indie
tt1666801,The DUFF,2015,"Comedy, Romance",56,6.4,indie
tt6412452,The Ballad of Buster Scruggs,2018,"Comedy, Drama, Musical",79,7.2,indie
tt0993840,Army of the Dead,2021,"Action, Adventure, Crime",57,5.8,indie
tt4501244,Why Him?,2016,Comedy,39,6.2,indie
tt17279496,Civil War,2024,"Action, Thriller, War",75,7.0,indie
tt4016934,The Handmaiden,2016,"Drama, Romance, Thriller",85,8.1,indie
tt2404233,Gods of Egypt,2016,"Action, Adventure, Drama",25,5.4,indie
tt15314262,The Beekeeper,2024,"Action, Crime, Thriller",53,6.3,indie
tt16366836,Venom: The Last Dance,2024,"Action, Adventure, Horror",41,6.0,indie
tt11389872,Kingdom of the Planet of the Apes,2024,"Action, Adventure, Drama",66,6.8,indie
tt1649418,The Gray Man,2022,"Action, Mystery, Thriller",49,6.5,indie
tt3569230,Legend,2015,"Biography, Crime, Drama",55,6.9,indie
tt9777666,The Tomorrow War,2021,"Action, Adventure, Drama",45,6.6,indie
tt2446980,Joy,2015,"Biography, Drama",56,6.6,indie
tt8079248,Yesterday,2019,"Comedy, Fantasy, Music",55,6.8,indie
tt1878870,The Edge of Seventeen,2016,"Comedy, Drama, Romance",77,7.3,indie
tt4651520,Bad Moms,2016,Comedy,60,6.2,indie
tt7668870,Searching,2018,"Drama, Mystery, Thriller",71,7.6,indie
tt7657566,Death on the Nile,2022,"Crime, Drama, Mystery",52,6.3,indie
tt1206885,Rambo: Last Blood,2019,"Action, Crime, Thriller",26,6.1,indie
tt2224026,Home,2015,"Animation, Adventure, Comedy",55,6.5,indie
tt6772950,Truth or Dare,2018,"Horror, Mystery, Thriller",35,5.2,indie
tt4731136,A Cure for Wellness,2016,"Drama, Fantasy, Horror",47,6.4,indie
tt1462764,Indiana Jones and the Dial of Destiny,2023,"Action, Adventure, Sci-Fi",58,6.5,indie
tt5537002,Killers of the Flower Moon,2023,"Crime, Drama, History",89,7.5,indie
tt9495224,Black Mirror: Bandersnatch,2018,"Drama, Fantasy, Mystery",N/A,7.1,indie
tt2850386,The Croods: A New Age,2020,"Animation, Adventure, Comedy",56,6.9,indie
tt4786282,Lights Out,2016,"Horror, Mystery",58,6.3,indie
tt1241317,Death Note,2017,"Crime, Drama, Fantasy",43,4.5,indie
tt6155172,Roma,2018,Drama,96,7.6,indie
tt21909764,Culpa Mía,2023,"Drama, Romance",N/A,6.1,indie
tt5052474,Sicario: Day of the Soldado,2018,"Action, Crime, Drama",61,7.1,indie
tt3420504,Finch,2021,"Adventure, Drama, Sci-Fi",57,6.9,indie
tt1985949,The Angry Birds Movie,2016,"Animation, Action, Adventure",43,6.3,indie
tt4209788,Molly's Game,2017,"Biography, Crime, Drama",71,7.4,indie
tt13320622,The Lost City,2022,"Action, Adventure, Comedy",60,6.1,indie
tt13560574,X,2022,"Horror, Mystery, Thriller",80,6.5,indie
tt11858890,The Creator,2023,"Action, Adventure, Drama",63,6.7,indie
tt1524930,Vacation,2015,"Adventure, Comedy",34,6.2,indie
tt1051904,Goosebumps,2015,"Adventure, Comedy, Family",60,6.3,indie
tt3348730,Jigsaw,2017,"Horror, Mystery, Thriller",39,5.7,indie
tt2402927,Carol,2015,"Drama, Romance",94,7.3,indie
tt3882082,The Boy,2016,"Horror, Mystery, Thriller",42,6.0,indie
tt1974419,The Neon Demon,2016,"Horror, Thriller",51,6.1,indie
tt7504726,The Call of the Wild,2020,"Adventure, Drama, Family",48,6.7,indie
tt3748172,Gerald's Game,2017,"Drama, Horror, Thriller",77,6.5,indie
tt3717252,Underworld: Blood Wars,2016,"Action, Crime, Drama",23,5.8,indie
tt4225622,The Babysitter,2017,"Comedy, Horror",N/A,6.4,indie
tt15671028,No Hard Feelings,2023,"Comedy, Romance",59,6.3,indie
tt9639470,Last Night in Soho,2021,"Drama, Horror, Mystery",65,7.0,indie
tt6189022,Angel Has Fallen,2019,"Action, Thriller",45,6.4,indie
tt6628394,Bad Times at the El Royale,2018,"Crime, Drama, Mystery",60,7.1,indie
tt4244994,The Last Duel,2021,"Drama, History, Thriller",67,7.3,indie
tt8350360,Annabelle Comes Home,2019,"Horror, Mystery, Thriller",53,5.9,indie
tt1618442,The Last Witch Hunter,2015,"Action, Adventure, Fantasy",34,5.9,indie
tt5439796,Logan Lucky,2017,"Action, Comedy, Crime",78,7.0,indie
tt10298810,Lightyear,2022,"Animation, Action, Adventure",60,6.1,indie
tt4302938,Kubo and the Two Strings,2016,"Animation, Action, Adventure",84,7.7,indie
tt1679335,Trolls,2016,"Animation, Adventure, Comedy",55,6.4,indie
tt4034354,Swiss Army Man,2016,"Comedy, Drama, Fantasy",64,6.9,indie
tt10638522,Talk to Me,2022,"Horror, Thriller",76,7.1,indie
tt13345606,Evil Dead Rise,2023,Horror,69,6.5,indie
tt10288566,Another Round,2020,"Comedy, Drama",79,7.7,indie
tt5776858,Phantom Thread,2018,"Drama, Romance",90,7.4,indie
tt17024450,The Equalizer 3,2023,"Action, Crime, Thriller",58,6.8,indie
tt5040012,Nosferatu,2024,"Fantasy, Horror, Mystery",78,7.1,indie
tt3521126,The Disaster Artist,2017,"Biography, Comedy, Drama",76,7.3,indie
tt9484998,Palm Springs,2020,"Comedy, Fantasy, Mystery",83,7.4,indie
tt9620292,Promising Young Woman,2020,"Crime, Drama, Mystery",72,7.5,indie
tt4682266,The New Mutants,2020,"Action, Horror, Mystery",43,5.3,indie
tt2274648,Hellboy,2019,"Action, Adventure, Fantasy",31,5.3,indie
tt3522806,Mechanic: Resurrection,2016,"Action, Adventure, Thriller",38,5.8,indie
tt10151854,Shazam! Fury of the Gods,2023,"Action, Adventure, Comedy",47,5.9,indie
tt7395114,The Devil All the Time,2020,"Crime, Drama, Thriller",55,7.1,indie
tt10272386,The Father,2020,"Drama, Mystery",88,8.2,indie
tt5834426,Moonfall,2022,"Action, Adventure, Sci-Fi",41,5.2,indie
tt3195644,Insidious: Chapter 3,2015,"Horror, Mystery, Thriller",52,6.1,indie
tt7405458,A Man Called Otto,2022,"Comedy, Drama",51,7.5,indie
tt6266538,Vice,2018,"Biography, Comedy, Drama",61,7.2,indie
tt1355683,Black Mass,2015,"Biography, Crime, Drama",68,6.8,indie
tt5541240,To the Bone,2017,Drama,64,6.7,indie
tt6475714,Monster Hunter,2020,"Action, Adventure, Fantasy",47,5.2,indie
tt2452244,Isn't It Romantic,2019,"Comedy, Fantasy, Musical",60,5.9,indie
tt2503944,Burnt,2015,"Comedy, Drama",42,6.6,indie
tt7984766,The King,2019,"Biography, Drama, History",62,7.3,indie
tt21692408,Kung Fu Panda 4,2024,"Animation, Action, Adventure",54,6.3,indie
tt6911608,Mamma Mia! Here We Go Again,2018,"Comedy, Musical, Romance",60,6.6,indie
tt3416532,A Monster Calls,2016,"Adventure, Drama, Family",76,7.4,indie
tt10545296,The Hunger Games: The Ballad of Songbirds & Snakes,2023,"Action, Adventure, Drama",54,6.6,indie
tt1488606,Triple Frontier,2019,"Action, Adventure, Thriller",61,6.5,indie
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,"Biography, Crime, Drama",52,6.7,indie
tt1691916,Before I Fall,2017,"Drama, Fantasy, Mystery",58,6.4,indie
tt1753383,A Dog's Purpose,2017,"Adventure, Comedy, Drama",43,7.3,indie
tt16277242,Society of the Snow,2023,"Adventure, Biography, Drama",72,7.8,indie
tt16116174,Harry Potter 20th Anniversary: Return to Hogwarts,2022,"Documentary, Family",N/A,8.0,indie
tt5774060,Underwater,2020,"Action, Horror, Sci-Fi",48,5.9,indie
tt4178092,The Gift,2015,"Drama, Mystery, Thriller",77,7.0,indie
tt3605418,Knock Knock,2015,"Crime, Thriller",53,4.9,indie
tt7752126,Brightburn,2019,"Drama, Horror, Mystery",44,6.1,indie
tt2592614,Resident Evil: The Final Chapter,2017,"Action, Horror, Sci-Fi",49,5.5,indie
tt5638642,The Ritual,2017,"Horror, Mystery, Thriller",57,6.4,indie
tt10676048,The Marvels,2023,"Action, Adventure, Sci-Fi",50,5.5,indie
tt20215234,Conclave,2024,"Drama, Thriller",79,7.4,indie
tt2854926,Tag,2018,"Action, Comedy",56,6.5,indie
tt4495098,Gran Turismo,2023,"Action, Adventure, Drama",48,7.1,indie
tt4765284,Pitch Perfect 3,2017,"Comedy, Music",40,5.8,indie
tt11214590,House of Gucci,2021,"Biography, Crime, Drama",59,6.6,indie
tt3120280,Sierra Burgess Is a Loser,2018,"Comedy, Drama, Romance",60,5.8,indie
tt1259528,Den of Thieves,2018,"Action, Crime, Drama",49,7.0,indie
tt4954522,Raw,2016,"Drama, Horror",81,6.9,indie
tt11813216,The Banshees of Inisherin,2022,"Comedy, Drama",87,7.6,indie
tt7979580,The Mitchells vs. the Machines,2021,"Animation, Adventure, Comedy",81,7.6,indie
tt7740496,Nightmare Alley,2021,"Crime, Drama, Thriller",70,7.0,indie
tt9770150,Nomadland,2020,Drama,87,7.3,indie
tt3488710,The Walk,2015,"Adventure, Biography, Drama",70,7.3,indie
tt4919268,Bad Boys: Ride or Die,2024,"Action, Adventure, Comedy",54,6.5,indie
tt1488589,Guillermo del Toro's Pinocchio,2022,"Animation, Adventure, Drama",79,7.6,indie
tt1070874,The Trial of the Chicago 7,2020,"Drama, History, Thriller",76,7.7,indie
tt2763304,T2 Trainspotting,2017,"Comedy, Crime, Drama",67,7.1,indie
tt1292566,How to Be Single,2016,"Comedy, Drama, Romance",51,6.1,indie
tt17009710,Anatomy of a Fall,2024,"Crime, Drama, Mystery",86,7.6,indie
tt14463484,Through My Window,2022,"Comedy, Drama, Romance",N/A,5.5,indie
tt10767720,Jarhead: Law of Return,2019,"Action, Drama, War",N/A,5.7,indie
tt15791034,Barbarian,2022,"Horror, Mystery, Thriller",78,7.0,indie
tt4877122,The Emoji Movie,2017,"Animation, Adventure, Comedy",12,3.5,indie
tt2726560,The Longest Ride,2015,"Drama, Romance",33,7.0,indie
tt0490215,Silence,2016,"Drama, History",79,7.2,indie
tt8201170,The Perfect Date,2019,"Comedy, Romance",N/A,5.8,indie
tt2140379,Self/less,2015,"Action, Mystery, Sci-Fi",34,6.5,indie
tt2679042,Hitman: Agent 47,2015,"Action, Adventure, Crime",28,5.7,indie
tt12747748,Leave the World Behind,2023,"Drama, Mystery, Thriller",68,6.4,indie
tt28607951,Anora,2024,"Comedy, Drama, Romance",91,7.4,indie
tt2381111,Brooklyn,2015,"Drama, Romance",88,7.5,indie
tt1961175,American Assassin,2017,"Action, Thriller",45,6.2,indie
tt23289160,Godzilla Minus One,2023,"Action, Adventure, Drama",81,7.7,indie
tt4873118,The Covenant,2023,"Action, Drama, Thriller",63,7.5,indie
tt6394270,Bombshell,2019,"Biography, Drama",64,6.8,indie
tt1413492,12 Strong,2018,"Action, Drama, History",54,6.5,indie
tt13375076,The Pope's Exorcist,2023,"Horror, Thriller",45,6.1,indie
tt7961060,Dragon Ball Super: Broly,2018,"Animation, Action, Adventure",59,7.7,indie
tt13622970,Moana 2,2024,"Animation, Adventure, Comedy",58,6.3,indie
tt4532826,Robin Hood,2018,"Action, Adventure, Drama",32,5.4,indie
tt9421570,The Guilty,2021,"Crime, Drama, Thriller",63,6.3,indie
tt5033998,Charlie's Angels,2019,"Action, Adventure, Comedy",52,5.0,indie
tt8404614,The Two Popes,2019,"Biography, Drama",75,7.6,indie
tt2241351,Money Monster,2016,"Action, Crime, Drama",55,6.5,indie
tt13287846,Napoleon,2023,"Action, Adventure, Biography",64,6.3,indie
tt4846232,Good Time,2017,"Crime, Drama, Thriller",80,7.3,indie
tt26047818,Anyone But You,2023,"Comedy, Romance",52,6.1,indie
tt5649144,The Florida Project,2017,Drama,92,7.6,indie
tt3411444,Ferdinand,2017,"Animation, Adventure, Comedy",58,6.7,indie
tt3359350,Road House,2024,"Action, Drama, Thriller",57,6.2,indie
tt1212428,The Lost City of Z,2016,"Adventure, Biography, Drama",78,6.6,indie
tt5503686,Hustlers,2019,"Comedy, Crime, Drama",79,6.3,indie
tt7550000,Project Power,2020,"Action, Crime, Sci-Fi",51,6.0,indie
tt1473832,Bridget Jones's Baby,2016,"Comedy, Drama, Romance",59,6.4,indie
tt4003440,The House That Jack Built,2018,"Crime, Drama, Horror",42,6.8,indie
tt14948432,Red One,2024,"Action, Adventure, Comedy",34,6.2,indie
tt14641788,Enola Holmes 2,2022,"Action, Adventure, Crime",64,6.8,indie
tt5742374,You Were Never Really Here,2018,"Crime, Drama, Thriller",84,6.7,indie
tt2568862,Going in Style,2017,"Comedy, Crime",50,6.6,indie
tt5078204,Two Is a Family,2016,"Comedy, Drama",N/A,7.3,indie
tt14614892,Dragon Ball Super: Super Hero,2022,"Animation, Action, Adventure",65,7.1,indie
tt3907584,All the Bright Places,2020,"Drama, Romance",61,6.6,indie
tt7456310,Anna,2019,"Action, Thriller",40,6.7,indie
tt8847712,The French Dispatch,2021,"Comedy, Drama, Romance",75,7.1,indie
tt9893250,I Care a Lot,2020,"Comedy, Crime, Drama",66,6.4,indie
tt4281724,Terrifier,2016,Horror,N/A,5.5,indie
tt17351924,Saltburn,2023,"Drama, Thriller",61,7.0,indie
tt5814534,Spies in Disguise,2019,"Animation, Action, Adventure",54,6.8,indie
tt10731256,Don't Worry Darling,2022,"Drama, Mystery, Thriller",48,6.3,indie
tt1754656,The Little Prince,2015,"Animation, Adventure, Comedy",70,7.6,indie
tt3316948,American Ultra,2015,"Action, Comedy",50,6.1,indie
tt10293406,The Power of the Dog,2021,"Drama, Western",89,6.8,indie
tt12263384,Extraction II,2023,"Action, Crime, Thriller",57,7.0,indie
tt4062536,Green Room,2015,"Horror, Thriller",79,7.0,indie
tt8613070,Portrait of a Lady on Fire,2020,"Drama, Romance",95,8.0,indie
tt1615160,The Foreigner,2017,"Action, Crime, Thriller",55,7.0,indie
tt4073790,The Darkest Minds,2018,"Action, Adventure, Drama",39,5.7,indie
tt4332232,Fractured,2019,"Drama, Mystery, Thriller",36,6.5,indie
tt10665338,Halloween Kills,2021,"Action, Drama, Horror",42,5.5,indie
tt4772188,Flow,2024,"Animation, Adventure, Family",87,7.9,indie
tt6214928,1922,2017,"Crime, Drama, Horror",70,6.2,indie
tt2561572,Get Hard,2015,"Comedy, Crime, Drama",34,6.0,indie
tt7322224,Triangle of Sadness,2022,"Comedy, Drama",63,7.2,indie
tt8633478,Run,2020,"Drama, Horror, Mystery",67,6.7,indie
tt26753003,Trap,2024,"Crime, Horror, Mystery",52,5.8,indie
tt2139881,Long Shot,2019,"Comedy, Romance",67,6.8,indie
tt11145118,Creed III,2023,"Action, Drama, Sport",73,6.7,indie
tt4614584,Purple Hearts,2022,"Drama, Music, Romance",30,6.7,indie
tt1226837,Beautiful Boy,2018,"Biography, Drama",62,7.4,indie
tt2400463,The Invitation,2015,"Drama, Horror, Mystery",74,6.6,indie
tt22687790,A Haunting in Venice,2023,"Crime, Drama, Horror",63,6.5,indie
tt13143964,Borat Subsequent Moviefilm,2020,Comedy,68,6.6,indie
tt12261776,65,2023,"Action, Adventure, Sci-Fi",40,5.4,indie
tt3387520,Scary Stories to Tell in the Dark,2019,"Adventure, Horror, Mystery",61,6.2,indie
tt14846026,Sisu,2022,"Action, Thriller, War",70,6.9,indie
tt8695030,The Dead Don't Die,2019,"Action, Comedy, Crime",53,5.4,indie
tt1136617,The Killer,2023,"Action, Adventure, Crime",73,6.7,indie
tt1489887,Booksmart,2019,Comedy,84,7.1,indie
tt5363618,Sound of Metal,2019,"Drama, Music",82,7.7,indie
tt2932536,47 Meters Down,2017,"Horror, Mystery, Thriller",52,5.6,indie
tt4572514,Patriots Day,2016,"Action, Crime, Drama",69,7.3,indie
tt6292852,I Am Mother,2019,"Drama, Mystery, Sci-Fi",64,6.7,indie
tt8009428,Hustle,2022,"Comedy, Drama, Sport",68,7.3,indie
tt6246322,Don't Breathe 2,2021,"Action, Crime, Horror",46,6.0,indie
tt13452446,Damsel,2024,"Action, Adventure, Fantasy",46,6.1,indie
tt1137450,Death Wish,2018,"Action, Crime, Drama",31,6.3,indie
tt4468740,Paddington 2,2017,"Adventure, Comedy, Family",88,7.8,indie
tt4513674,Café Society,2016,"Comedy, Drama, Romance",64,6.6,indie
tt5304992,Set It Up,2018,"Comedy, Romance",62,6.5,indie
tt21382296,Carry-On,2024,"Action, Crime, Thriller",69,6.5,indie
tt5719748,Cold Pursuit,2019,"Action, Comedy, Crime",57,6.2,indie
tt14208870,The Fabelmans,2022,Drama,85,7.5,indie
tt6921996,Johnny English Strikes Again,2018,"Action, Adventure, Comedy",39,6.2,indie
tt4244998,Alpha,2018,"Adventure, Drama",63,6.6,indie
tt1034415,Suspiria,2018,"Drama, Fantasy, Horror",64,6.7,indie
tt7599146,Sound of Freedom,2023,"Biography, Crime, Drama",36,7.6,indie
